city,county,country,given_name,family_name,date_of_birth
Bridge of Allan,Stirlingshire,Scotland,William,Perry,1869-02-18
Bridge of Allan,Stirlingshire,Scotland,John,Rylett,1868-01-06
Bridge of Allan,Stirlingshire,Scotland,Leonard,Kerr,1931-06-26
Bridge of Allan,Stirlingshire,Scotland,Emma,Stoneman,1902-10-19
Bridge of Allan,Stirlingshire,Scotland,Jenny,Colborn,1972-10-08
Bridge of Allan,Stirlingshire,Scotland,Margaret,Sedgley,1941-11-24
Bridge of Allan,Stirlingshire,Scotland,John,Howgate,1915-03-21
Bridge of Allan,Stirlingshire,Scotland,Leslie,Beard,1928-11-03
Bridge of Allan,Stirlingshire,Scotland,Adrian,Broughton,1963-11-24
Bridge of Allan,Stirlingshire,Scotland,Agnes,Wiltshire,1891-03-10
Bridge of Allan,Stirlingshire,Scotland,Myer,Weinberger,1905-06-14
Bridge of Allan,Stirlingshire,Scotland,Mary,Doherty,1867-05-30
Bridge of Allan,Stirlingshire,Scotland,Leonz,Meyer,1877-07-06
Bridge of Allan,Stirlingshire,Scotland,Herbert,Howard,1859-09-11
Bridge of Allan,Stirlingshire,Scotland,Leonard,Hawkins,1886-10-27
Bridge of Allan,Stirlingshire,Scotland,Philip,White,1964-09-12
Bridge of Allan,Stirlingshire,Scotland,John,Parr,1869-08-01
Bridge of Allan,Stirlingshire,Scotland,Clare,Tracey,1981-10-03
Bridge of Allan,Stirlingshire,Scotland,Alan,Jackson,1934-10-09
Bridge of Allan,Stirlingshire,Scotland,Mary,Edwards,1921-08-18
Bridge of Allan,Stirlingshire,Scotland,Martin,Reed,1928-11-26
Bridge of Allan,Stirlingshire,Scotland,Howard,Ball,1901-09-16
Bridge of Allan,Stirlingshire,Scotland,John,Longden,1900-01-11
Bridge of Allan,Stirlingshire,Scotland,Robert,Truman,1923-09-04
Bridge of Allan,Stirlingshire,Scotland,Female,Longhurst,1869-01-08
Bridge of Allan,Stirlingshire,Scotland,William,Beesley,1863-05-29
Bridge of Allan,Stirlingshire,Scotland,Thomas,Taylor,1873-10-24
Bridge of Allan,Stirlingshire,Scotland,Claire,Wickham,1975-03-12
Bridge of Allan,Stirlingshire,Scotland,Miriam,Dransfield,1894-09-05
Bridge of Allan,Stirlingshire,Scotland,Simon,Hinks,1972-06-03
Bridge of Allan,Stirlingshire,Scotland,Mary,Smith,1871-06-29
Bridge of Allan,Stirlingshire,Scotland,Robert,Lodge,1848-11-26
Bridge of Allan,Stirlingshire,Scotland,Jill,Joslin,1935-08-04
Bridge of Allan,Stirlingshire,Scotland,Leslie,Durham,1957-05-21
Bridge of Allan,Stirlingshire,Scotland,Wendy,Wood,1961-09-20
Bridge of Allan,Stirlingshire,Scotland,Eva,Ellison,1893-12-08
Bridge of Allan,Stirlingshire,Scotland,Agnes,Scott,1897-06-16
Bridge of Allan,Stirlingshire,Scotland,Mary,Smith,1885-02-02
Bridge of Allan,Stirlingshire,Scotland,Annie,Etheridge,1912-10-12
Bridge of Allan,Stirlingshire,Scotland,Joyce,Mills,1926-05-29
Bridge of Allan,Stirlingshire,Scotland,Daniel,Green,1855-08-29
Bridge of Allan,Stirlingshire,Scotland,Carole,Sawyer,1945-11-15
Bridge of Allan,Stirlingshire,Scotland,Elizabeth,Clithero,1840-06-19
Bridge of Allan,Stirlingshire,Scotland,Thomas,Speakman,1865-12-17
Bridge of Allan,Stirlingshire,Scotland,Sarah,Rowe,1854-01-07
Bridge of Allan,Stirlingshire,Scotland,Violet,Jacobs,1924-03-07
Bridge of Allan,Stirlingshire,Scotland,Annie,Greenstreet,1887-09-19
Bridge of Allan,Stirlingshire,Scotland,Diane,Sawday,1939-08-15
Bridge of Allan,Stirlingshire,Scotland,Ahmad,Taja,1977-12-06
Bridge of Allan,Stirlingshire,Scotland,Mary,Holt,1882-12-08
Bridge of Allan,Stirlingshire,Scotland,William,Dring,1890-08-30
Bridge of Allan,Stirlingshire,Scotland,John,Bailey,1888-08-26
Bridge of Allan,Stirlingshire,Scotland,Charles,Towner,1866-04-18
Bridge of Allan,Stirlingshire,Scotland,Peter,Freestone,1951-02-19
Bridge of Allan,Stirlingshire,Scotland,Hilda,Kent,1916-03-17
Bridge of Allan,Stirlingshire,Scotland,Ian,Morrissey,1976-08-14
Bridge of Allan,Stirlingshire,Scotland,Naomi,Gibson,1982-09-23
Bridge of Allan,Stirlingshire,Scotland,Charles,Tomlinson,1901-09-30
Bridge of Allan,Stirlingshire,Scotland,Emma,Wadham,1838-11-26
Bridge of Allan,Stirlingshire,Scotland,Florence,Hawks,1891-11-01
Bridge of Allan,Stirlingshire,Scotland,Olufemi,Ogunniyi,1972-10-31
Bridge of Allan,Stirlingshire,Scotland,Edward,Poulton,1895-04-10
Bridge of Allan,Stirlingshire,Scotland,Elizabeth,Key,1870-07-19
Bridge of Allan,Stirlingshire,Scotland,Derek,Barnes,1930-08-03
Bridge of Allan,Stirlingshire,Scotland,Annie,Jones,1864-11-25
Buckie,Banffshire,Scotland,Ronald,Joynson,1950-04-18
Buckie,Banffshire,Scotland,Thomas,Rowan,1877-07-05
Buckie,Banffshire,Scotland,William,Whale,1871-06-02
Buckie,Banffshire,Scotland,Florence,Stead,1877-03-09
Buckie,Banffshire,Scotland,Margaret,Whitehurst,1934-11-09
Buckie,Banffshire,Scotland,James,Taylor,1839-04-20
Buckie,Banffshire,Scotland,Helen,Roberts,1941-12-10
Buckie,Banffshire,Scotland,Martin,Langford,1962-07-13
Buckie,Banffshire,Scotland,Nancy,Bagshaw,1913-01-29
Buckie,Banffshire,Scotland,Frederick,Battams,1893-03-27
Buckie,Banffshire,Scotland,Hilda,Asser,1871-03-03
Buckie,Banffshire,Scotland,Louis,Garnsey,1886-12-13
Buckie,Banffshire,Scotland,John,Hardy,1849-07-17
Buckie,Banffshire,Scotland,Ellen,Hanington,1874-10-09
Buckie,Banffshire,Scotland,Mary,Weedon,1856-12-02
Buckie,Banffshire,Scotland,David,Griffiths,1929-04-14
Buckie,Banffshire,Scotland,Leah,Aairbaiter,1883-01-26
Buckie,Banffshire,Scotland,Lilian,Reynolds,1880-12-17
Buckie,Banffshire,Scotland,Vivienne,Ough,1959-11-20
Buckie,Banffshire,Scotland,Donald,Lofts,1933-10-01
Buckie,Banffshire,Scotland,John,Dixon,1914-03-22
Buckie,Banffshire,Scotland,John,Povey,1918-11-20
Buckie,Banffshire,Scotland,Frank,Nicholls,1919-12-09
Buckie,Banffshire,Scotland,Mary,Blezard,1858-02-17
Buckie,Banffshire,Scotland,Kenneth,Fisher,1917-03-10
Buckie,Banffshire,Scotland,Hetty,Wyatt,1887-02-10
Buckie,Banffshire,Scotland,Ellen,Wise,1847-01-12
Buckie,Banffshire,Scotland,Frances,Jones,1878-12-01
Buckie,Banffshire,Scotland,David,Grant,1971-05-06
Buckie,Banffshire,Scotland,Edward,Boulter,1934-06-20
Buckie,Banffshire,Scotland,Caroline,Ellis,1960-11-01
Buckie,Banffshire,Scotland,Samuel,Barnett,1863-10-05
Buckie,Banffshire,Scotland,Adelaide,Garland,1890-05-02
Buckie,Banffshire,Scotland,Sophia,Palmer,1852-12-01
Buckie,Banffshire,Scotland,Pauline,Laycock,1947-09-04
Buckie,Banffshire,Scotland,Albert,Greaves,1899-02-20
Buckie,Banffshire,Scotland,Eliza,Boardman,1865-03-24
Buckie,Banffshire,Scotland,George,Alderson,1912-02-27
Buckie,Banffshire,Scotland,Robert,Scott,1854-05-20
Buckie,Banffshire,Scotland,Frederick,Bell,1883-10-07
Buckie,Banffshire,Scotland,Mary,Hughes,1875-08-27
Buckie,Banffshire,Scotland,Timothy,Shackleford,1943-03-04
Buckie,Banffshire,Scotland,John,Watson,1888-09-05
Buckie,Banffshire,Scotland,Betty,Rogers,1928-07-30
Buckie,Banffshire,Scotland,Ena,Heasman,1906-08-03
Buckie,Banffshire,Scotland,May,Bennett,1896-07-02
Buckie,Banffshire,Scotland,Elizabeth,Hassen,1862-01-12
Buckie,Banffshire,Scotland,Judith,Rogers,1943-07-15
Buckie,Banffshire,Scotland,Hilda,Bray,1912-02-18
Buckie,Banffshire,Scotland,William,Lewis,1852-07-23
Buckie,Banffshire,Scotland,Albert,Trinder,1867-01-19
Buckie,Banffshire,Scotland,Alice,Taylor,1888-04-04
Buckie,Banffshire,Scotland,Anthony,Smith,1975-11-19
Buckie,Banffshire,Scotland,Audrey,Gough,1925-07-13
Buckie,Banffshire,Scotland,David,Dallimore,1943-08-04
Buckie,Banffshire,Scotland,Philip,Hardy,1959-08-17
Buckie,Banffshire,Scotland,Arthur,Warren,1888-05-31
Buckie,Banffshire,Scotland,Ethel,Riseborough,1880-06-23
Buckie,Banffshire,Scotland,William,Davies,1857-08-30
Buckie,Banffshire,Scotland,Maria,Parker,1841-01-04
Buckie,Banffshire,Scotland,Steve,Moody,1955-01-26
Buckie,Banffshire,Scotland,Joseph,Willis,1912-07-30
Buckie,Banffshire,Scotland,Arthur,Beyer,1909-04-18
Buckie,Banffshire,Scotland,Stephanie,Whitehead,1963-09-10
Buckie,Banffshire,Scotland,Marion,Muldoon,1957-03-05
Buckie,Banffshire,Scotland,Gertrude,Richardson,1854-05-11
Buckie,Banffshire,Scotland,Muriel,Jones,1900-11-26
Buckie,Banffshire,Scotland,Henry,Pratt,1900-10-17
Buckie,Banffshire,Scotland,Thomas,Owen,1884-06-22
Buckie,Banffshire,Scotland,Moses,Pearson,1848-11-02
Buckie,Banffshire,Scotland,Barbara,Watts,1910-05-20
Buckie,Banffshire,Scotland,Sarah,Sleet,1880-03-21
Buckie,Banffshire,Scotland,Courteney,Jackson,1840-06-29
Buckie,Banffshire,Scotland,Anna,Ward,1861-08-29
Buckie,Banffshire,Scotland,Gilbert,Baxter,1867-03-15
Buckie,Banffshire,Scotland,Édouard,Scruby,1925-08-27
Buckie,Banffshire,Scotland,Lisa,Atkinson,1974-09-27
Buckie,Banffshire,Scotland,Hannah,Ledgerd,1878-12-31
Buckie,Banffshire,Scotland,Adelaide,Hadlow,1851-01-24
Buckie,Banffshire,Scotland,Amelia,Smith,1920-03-21
Buckie,Banffshire,Scotland,Charles,Clarke,1840-03-26
Buckie,Banffshire,Scotland,Noel,Bergin,1962-05-03
Buckie,Banffshire,Scotland,Lee,Harrison,1957-01-06
Buckie,Banffshire,Scotland,Horace,Noad,1893-05-19
Buckie,Banffshire,Scotland,Lance,Morris,1974-06-17
Buckie,Banffshire,Scotland,Guy,Hopkinson,1930-09-26
Buckie,Banffshire,Scotland,Nicola,Cartwright,1961-08-27
Campbeltown,Argyll,Scotland,Carly,Holmes,1976-04-27
Campbeltown,Argyll,Scotland,Jeanette,Prior,1959-09-12
Campbeltown,Argyll,Scotland,Dennis,Smith,1930-06-23
Campbeltown,Argyll,Scotland,Helen,Smith,1875-09-30
Campbeltown,Argyll,Scotland,Doreen,Cockayne,1932-07-30
Campbeltown,Argyll,Scotland,Annie,Cooper,1893-03-24
Campbeltown,Argyll,Scotland,Sidney,Field,1906-11-15
Campbeltown,Argyll,Scotland,Sarah,Coulam,1860-10-10
Campbeltown,Argyll,Scotland,Alwyn,Dewhirst,1952-11-29
Campbeltown,Argyll,Scotland,Harriet,Garrod,1908-04-12
Campbeltown,Argyll,Scotland,Jane,Rose,1978-04-14
Campbeltown,Argyll,Scotland,Thomas,Hall,1860-07-18
Campbeltown,Argyll,Scotland,Annie,Hall,1904-06-06
Campbeltown,Argyll,Scotland,Katie,Udall,1919-03-10
Campbeltown,Argyll,Scotland,Louisa,Fell,1878-01-16
Campbeltown,Argyll,Scotland,Maurice,Swannack,1951-01-23
Campbeltown,Argyll,Scotland,Lizzie,Irish,1898-02-24
Campbeltown,Argyll,Scotland,Sarah,Barfield,1981-02-16
Campbeltown,Argyll,Scotland,Denis,Sweeney,1903-06-14
Campbeltown,Argyll,Scotland,Dovis,Hegg,1906-08-20
Campbeltown,Argyll,Scotland,Ian,Burgess,1977-12-17
Campbeltown,Argyll,Scotland,Leanne,Ostryzniuk,1976-09-01
Campbeltown,Argyll,Scotland,Nancy,Holden,1870-04-28
Campbeltown,Argyll,Scotland,George,Nokes,1857-02-17
Campbeltown,Argyll,Scotland,Charles,Blenkin,1873-12-02
Campbeltown,Argyll,Scotland,Male,Hall,1841-11-24
Campbeltown,Argyll,Scotland,Henry,Head,1938-11-10
Campbeltown,Argyll,Scotland,Kim,Jones,1967-04-28
Campbeltown,Argyll,Scotland,William,Reynolds,1868-09-25
Campbeltown,Argyll,Scotland,John,Knight,1846-12-19
Campbeltown,Argyll,Scotland,Eliza,Lane,1850-12-06
Campbeltown,Argyll,Scotland,Ann,Gibbs,1951-07-25
Campbeltown,Argyll,Scotland,Peter,Ray,1951-04-15
Campbeltown,Argyll,Scotland,Henry,Mclean,1919-01-21
Campbeltown,Argyll,Scotland,Annie,Johnson,1899-02-27
Campbeltown,Argyll,Scotland,Hazel,Villis,1945-08-31
Campbeltown,Argyll,Scotland,Walter,Howe,1858-12-30
Campbeltown,Argyll,Scotland,Violet,Methven,1892-07-23
Campbeltown,Argyll,Scotland,Paula,Hicks,1967-11-26
Campbeltown,Argyll,Scotland,Robert,Botham,1857-10-05
Campbeltown,Argyll,Scotland,Leonard,Wickwar,1914-01-12
Campbeltown,Argyll,Scotland,Archibald,Purse,1913-03-18
Campbeltown,Argyll,Scotland,Florence,Leonard,1870-06-20
Campbeltown,Argyll,Scotland,Kevin,Turner,1970-12-12
Campbeltown,Argyll,Scotland,Maureen,Crockett,1937-02-05
Campbeltown,Argyll,Scotland,Mary,Groves,1837-05-01
Campbeltown,Argyll,Scotland,William,Daly,1853-02-23
Campbeltown,Argyll,Scotland,Michael,Allberry,1980-06-18
Campbeltown,Argyll,Scotland,Edward,Bull,1861-07-19
Campbeltown,Argyll,Scotland,Jane,Vere,1849-12-17
Campbeltown,Argyll,Scotland,Miriam,Bartlett,1897-08-06
Campbeltown,Argyll,Scotland,Richard,Lane,1893-09-13
Campbeltown,Argyll,Scotland,John,Flesher,1925-05-10
Campbeltown,Argyll,Scotland,Denise,Wootton,1940-08-14
Campbeltown,Argyll,Scotland,James,Short,1919-02-06
Campbeltown,Argyll,Scotland,Evelyn,Headley,1890-10-07
Campbeltown,Argyll,Scotland,Jean,Tanner,1957-12-18
Campbeltown,Argyll,Scotland,Edward,Leonard,1890-05-31
Campbeltown,Argyll,Scotland,Isabella,Hindmarch,1873-09-05
Campbeltown,Argyll,Scotland,Mary,Moore,1924-06-18
Campbeltown,Argyll,Scotland,Mildred,Wallis,1901-02-01
Campbeltown,Argyll,Scotland,William,Ratheram,1876-12-27
Campbeltown,Argyll,Scotland,William,Parr,1889-10-05
Campbeltown,Argyll,Scotland,Charlotte,Gray,1979-03-04
Campbeltown,Argyll,Scotland,Annie,Kemp,1885-02-28
Campbeltown,Argyll,Scotland,Bessie,Inkpen,1859-07-13
Campbeltown,Argyll,Scotland,John,Phillips,1874-08-13
Campbeltown,Argyll,Scotland,Delia,Atkinson,1957-09-06
Campbeltown,Argyll,Scotland,David,Sapey,1950-10-08
Campbeltown,Argyll,Scotland,Eliza,Foreman,1863-07-16
Campbeltown,Argyll,Scotland,Jane,White,1968-10-14
Campbeltown,Argyll,Scotland,Jamie,Akram,1972-10-03
Campbeltown,Argyll,Scotland,Sean,O'dell,1968-06-08
Campbeltown,Argyll,Scotland,Percy,Burgess,1896-11-06
Campbeltown,Argyll,Scotland,Mary,Goddard,1871-09-02
Campbeltown,Argyll,Scotland,Peter,Lake,1951-06-11
Campbeltown,Argyll,Scotland,Kevan,Jolley,1964-02-21
Campbeltown,Argyll,Scotland,Jessie,Hildersley,1880-04-06
Campbeltown,Argyll,Scotland,Kathleen,Weild,1950-09-01
Campbeltown,Argyll,Scotland,George,Ablett,1837-07-04
Campbeltown,Argyll,Scotland,Mary,Tate,1873-10-08
Campbeltown,Argyll,Scotland,Harold,Stowe,1891-08-14
Campbeltown,Argyll,Scotland,Sampson,Middleton,1851-04-08
Campbeltown,Argyll,Scotland,Julian,Fisher,1961-12-21
Campbeltown,Argyll,Scotland,Paul,Ramsden,1960-11-30
Campbeltown,Argyll,Scotland,Harold,Griffiths,1892-02-08
Campbeltown,Argyll,Scotland,James,Mageean,1948-03-31
Campbeltown,Argyll,Scotland,Emma,Dawtrey,1863-08-11
Campbeltown,Argyll,Scotland,Ada,Parish,1886-01-21
Campbeltown,Argyll,Scotland,Andrew,Linsley,1913-12-04
Campbeltown,Argyll,Scotland,Eleri,Davies,1962-01-26
Campbeltown,Argyll,Scotland,Dorothy,Colbrook,1939-07-29
Campbeltown,Argyll,Scotland,Christine,Walker,1955-04-10
Campbeltown,Argyll,Scotland,Shelley,Wilson,1983-03-18
Campbeltown,Argyll,Scotland,Evelyn,Carter,1899-06-13
Campbeltown,Argyll,Scotland,Beatrice,Kerry,1896-08-04
Campbeltown,Argyll,Scotland,Alfred,Robins,1899-03-29
Campbeltown,Argyll,Scotland,Carole,Blaskett,1968-03-09
Campbeltown,Argyll,Scotland,George,Austen,1878-09-27
Campbeltown,Argyll,Scotland,Tom,Harris,1900-01-11
Campbeltown,Argyll,Scotland,Albert,Cara,1891-10-23
Campbeltown,Argyll,Scotland,Michele,Gallant,1963-02-11
Campbeltown,Argyll,Scotland,Gillian,Cookman,1956-01-16
Campbeltown,Argyll,Scotland,Mary,Hall,1897-02-27
Campbeltown,Argyll,Scotland,Terry,Parker,1939-06-23
Campbeltown,Argyll,Scotland,Frederick,Cooper,1891-04-28
Campbeltown,Argyll,Scotland,Hugh,Bolton,1861-05-05
Campbeltown,Argyll,Scotland,Ann,Corbett,1842-11-12
Campbeltown,Argyll,Scotland,James,Brown,1951-06-06
Campbeltown,Argyll,Scotland,Nicholas,Kiley,1958-12-04
Campbeltown,Argyll,Scotland,Louisa,Webster,1867-08-06
Campbeltown,Argyll,Scotland,Maud,Kilminster,1881-11-01
Campbeltown,Argyll,Scotland,Catharine,Russon,1854-06-10
Campbeltown,Argyll,Scotland,John,Powers,1844-11-22
Carluke,Lanarkshire,Scotland,Brian,Mulgrew,1936-09-11
Carluke,Lanarkshire,Scotland,James,Dooley,1876-11-14
Carluke,Lanarkshire,Scotland,William,Johnston,1974-03-31
Carluke,Lanarkshire,Scotland,Agnes,Hughes,1865-01-06
Carluke,Lanarkshire,Scotland,Dorothy,Hick,1916-12-15
Carluke,Lanarkshire,Scotland,Fanny,Dufosee,1857-01-02
Carluke,Lanarkshire,Scotland,Viola,Sankey,1887-05-20
Carluke,Lanarkshire,Scotland,William,Mcnalty,1861-06-22
Carluke,Lanarkshire,Scotland,Mark,Smith,1967-08-11
Carluke,Lanarkshire,Scotland,Lilly,Fisher,1873-07-24
Carluke,Lanarkshire,Scotland,Zakar,Hussain,1980-02-11
Carluke,Lanarkshire,Scotland,Elizabeth,Olds,1842-03-24
Carluke,Lanarkshire,Scotland,Stephen,Wilson,1975-05-25
Carluke,Lanarkshire,Scotland,Henry,Way,1908-04-20
Carluke,Lanarkshire,Scotland,Philip,Leeman,1964-06-24
Carluke,Lanarkshire,Scotland,Carole,Luman,1963-07-13
Carluke,Lanarkshire,Scotland,Joseph,Griffiths,1867-10-28
Carluke,Lanarkshire,Scotland,Ada,Eades,1877-07-01
Carluke,Lanarkshire,Scotland,Henry,White,1873-08-21
Carluke,Lanarkshire,Scotland,Robert,Reynolds,1957-08-06
Carluke,Lanarkshire,Scotland,Emma,Rowe,1892-01-14
Carluke,Lanarkshire,Scotland,Tracey,Morrill,1977-01-04
Carluke,Lanarkshire,Scotland,Ada,Lee,1874-02-14
Carluke,Lanarkshire,Scotland,Alfred,Smith,1850-01-23
Carluke,Lanarkshire,Scotland,James,Reed,1888-06-08
Carluke,Lanarkshire,Scotland,Alice,Wigstid,1875-07-23
Carluke,Lanarkshire,Scotland,Denise,Underwood,1959-01-19
Carluke,Lanarkshire,Scotland,Frederick,Pettitt,1889-02-16
Carluke,Lanarkshire,Scotland,Evelyn,Crewdson,1909-08-04
Carluke,Lanarkshire,Scotland,Donald,Osborne,1915-09-09
Carluke,Lanarkshire,Scotland,James,Mcdonnell,1857-05-18
Carluke,Lanarkshire,Scotland,Robert,Beaty,1905-06-13
Carluke,Lanarkshire,Scotland,Terence,Knight,1940-02-20
Carluke,Lanarkshire,Scotland,Harry,Bone,1869-01-07
Carluke,Lanarkshire,Scotland,Walter,Sharples,1894-02-12
Carluke,Lanarkshire,Scotland,Sarah,Hartley,1916-02-05
Carluke,Lanarkshire,Scotland,Beatrice,Harrison,1889-08-18
Carluke,Lanarkshire,Scotland,Edith,Husband,1918-11-08
Carluke,Lanarkshire,Scotland,William,Field,1884-02-25
Carluke,Lanarkshire,Scotland,Christopher,Lamb,1976-12-24
Carluke,Lanarkshire,Scotland,Reginald,Quick,1880-01-06
Carluke,Lanarkshire,Scotland,Edith,Pickels,1871-10-03
Carluke,Lanarkshire,Scotland,Andrew,Hancox,1977-01-06
Carluke,Lanarkshire,Scotland,Robert,Dempsey,1952-10-21
Carluke,Lanarkshire,Scotland,Gwendolen,Clasper,1905-01-17
Carluke,Lanarkshire,Scotland,Charity,Groven,1874-09-07
Carluke,Lanarkshire,Scotland,Mark,Mumford,1954-11-12
Carluke,Lanarkshire,Scotland,Christine,Pearce,1952-11-14
Carluke,Lanarkshire,Scotland,Catharine,Dunlop,1844-11-15
Carluke,Lanarkshire,Scotland,Edward,Goodwin,1853-07-11
Carluke,Lanarkshire,Scotland,Louisa,Paine,1868-02-14
Carluke,Lanarkshire,Scotland,John,Williams,1872-08-09
Carluke,Lanarkshire,Scotland,Lily,Beagles,1909-10-23
Carluke,Lanarkshire,Scotland,John,Simisyer,1892-03-12
Carluke,Lanarkshire,Scotland,Robert,Fearn,1912-04-07
Carluke,Lanarkshire,Scotland,Robert,Bell,1949-12-06
Carluke,Lanarkshire,Scotland,Arthur,Harris,1853-09-04
Carluke,Lanarkshire,Scotland,Bessie,Gadd,1920-05-10
Carluke,Lanarkshire,Scotland,Harold,Coats,1905-12-30
Carluke,Lanarkshire,Scotland,Ralph,Ridel,1972-11-01
Carluke,Lanarkshire,Scotland,James,Gregory,1845-08-26
Carluke,Lanarkshire,Scotland,Dora,Bird,1872-10-11
Carluke,Lanarkshire,Scotland,Eliza,Dean,1865-07-23
Carluke,Lanarkshire,Scotland,Elizabeth,Charrett,1904-10-16
Carluke,Lanarkshire,Scotland,Charles,Pike,1904-03-23
Carluke,Lanarkshire,Scotland,Ruby,Tansley,1906-05-06
Carluke,Lanarkshire,Scotland,Sarah,Hall,1867-01-21
Carluke,Lanarkshire,Scotland,Phyllis,Cornes,1899-10-16
Carluke,Lanarkshire,Scotland,Lottie,Marsh,1882-12-05
Carluke,Lanarkshire,Scotland,Thomas,Farish,1849-08-10
Carluke,Lanarkshire,Scotland,Mark,Groves,1976-05-31
Carluke,Lanarkshire,Scotland,Lynette,Penny,1964-09-18
Carluke,Lanarkshire,Scotland,Alice,Manders,1914-03-12
Carluke,Lanarkshire,Scotland,Tom,Lawley,1883-07-22
Carluke,Lanarkshire,Scotland,Sharon,Kirk,1966-12-16
Carluke,Lanarkshire,Scotland,Carol,Savory,1960-11-28
Carluke,Lanarkshire,Scotland,Teife,Davies,1923-12-20
Carluke,Lanarkshire,Scotland,Winifred,Robinson,1893-09-10
Carluke,Lanarkshire,Scotland,Hester,Riches,1864-05-03
Carluke,Lanarkshire,Scotland,Laurence,Burns,1913-01-25
Carluke,Lanarkshire,Scotland,Moawia,Shingrai,1975-10-05
Carluke,Lanarkshire,Scotland,John,Mitcheson,1853-10-28
Carluke,Lanarkshire,Scotland,Arthur,Thomas,1913-09-07
Carluke,Lanarkshire,Scotland,Paul,Ryder,1955-11-18
Carluke,Lanarkshire,Scotland,Alfred,Shipp,1909-08-25
Carluke,Lanarkshire,Scotland,Timothy,Gleghorn,1969-06-23
Carluke,Lanarkshire,Scotland,Ernest,Cox,1896-10-14
Carluke,Lanarkshire,Scotland,Cara,Gleeson,1981-12-02
Carluke,Lanarkshire,Scotland,Edith,Robinson,1913-03-15
Carluke,Lanarkshire,Scotland,Glenys,Jarvis,1921-08-12
Carluke,Lanarkshire,Scotland,Dorothy,Reader,1909-04-18
Carluke,Lanarkshire,Scotland,Mary,Bland,1870-09-25
Carrickfergus,Antrim,Northern Ireland,John,Blake,1891-07-04
Carrickfergus,Antrim,Northern Ireland,Kathleen,Bateman,1928-01-04
Carrickfergus,Antrim,Northern Ireland,William,Evans,1850-10-09
Carrickfergus,Antrim,Northern Ireland,Albert,Baythorp,1923-06-26
Carrickfergus,Antrim,Northern Ireland,Louisa,Hook,1950-08-05
Carrickfergus,Antrim,Northern Ireland,Amanda,Mcnaught,1961-12-28
Carrickfergus,Antrim,Northern Ireland,James,Purdey,1891-04-18
Carrickfergus,Antrim,Northern Ireland,Leslie,Donnelly,1966-08-02
Carrickfergus,Antrim,Northern Ireland,Eugene,Tily,1866-07-16
Carrickfergus,Antrim,Northern Ireland,Cecilia,Stone,1904-07-13
Carrickfergus,Antrim,Northern Ireland,Mabel,Cliff,1899-10-15
Carrickfergus,Antrim,Northern Ireland,Susan,Maidnemt,1973-06-27
Carrickfergus,Antrim,Northern Ireland,William,Aldis,1858-04-05
Carrickfergus,Antrim,Northern Ireland,Mary,Perry,1854-01-24
Carrickfergus,Antrim,Northern Ireland,Simon,Hope,1974-02-27
Carrickfergus,Antrim,Northern Ireland,Susannah,Wood,1850-09-06
Carrickfergus,Antrim,Northern Ireland,Kerry,Winters,1967-06-18
Carrickfergus,Antrim,Northern Ireland,Eliza,Burrows,1875-11-02
Carrickfergus,Antrim,Northern Ireland,Emma,Chalinder,1842-07-04
Carrickfergus,Antrim,Northern Ireland,Alec,Newman,1898-03-24
Carrickfergus,Antrim,Northern Ireland,Trevor,Cooper,1967-07-16
Carrickfergus,Antrim,Northern Ireland,Verion,Henry,1966-08-19
Carrickfergus,Antrim,Northern Ireland,Joan,Payne,1946-09-06
Carrickfergus,Antrim,Northern Ireland,Ellen,Ferry,1866-03-24
Carrickfergus,Antrim,Northern Ireland,Edwin,Mullard,1875-12-10
Carrickfergus,Antrim,Northern Ireland,Alice,Livesey,1856-02-26
Carrickfergus,Antrim,Northern Ireland,Mary,Rymer,1878-08-19
Carrickfergus,Antrim,Northern Ireland,Eliza,Bennett,1852-09-04
Carrickfergus,Antrim,Northern Ireland,Alfred,Bucknell,1888-11-06
Carrickfergus,Antrim,Northern Ireland,Walter,Balls,1856-10-18
Carrickfergus,Antrim,Northern Ireland,Kerry,Bancroft,1980-09-14
Carrickfergus,Antrim,Northern Ireland,Martha,Wright,1894-11-22
Carrickfergus,Antrim,Northern Ireland,William,Canvin,1913-07-01
Carrickfergus,Antrim,Northern Ireland,Penelope,Sacre,1965-01-11
Carrickfergus,Antrim,Northern Ireland,Robert,Smith,1949-06-09
Carrickfergus,Antrim,Northern Ireland,Elsie,Hoiles,1924-09-24
Carrickfergus,Antrim,Northern Ireland,James,Wilkins,1958-07-31
Carrickfergus,Antrim,Northern Ireland,Melanie,Westbrook,1975-12-28
Carrickfergus,Antrim,Northern Ireland,Beatrice,Francis,1940-03-11
Carrickfergus,Antrim,Northern Ireland,Leonard,Norris,1916-03-31
Carrickfergus,Antrim,Northern Ireland,Doreen,Clough,1948-04-28
Carrickfergus,Antrim,Northern Ireland,Susan,Ellis,1951-11-05
Carrickfergus,Antrim,Northern Ireland,Robert,Wilkinson,1860-08-14
Carrickfergus,Antrim,Northern Ireland,Phillip,Metcalfe,1952-08-24
Carrickfergus,Antrim,Northern Ireland,Alice,Farquhar,1878-12-14
Carrickfergus,Antrim,Northern Ireland,Herbert,Bowring,1882-11-06
Carrickfergus,Antrim,Northern Ireland,Jean,Walker,1920-12-14
Carrickfergus,Antrim,Northern Ireland,Karen,Baker,1970-12-27
